SCT_ID,CRS_UID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
49376R,0,20231,Discussion,25,25,MHP,102,,
49377R,0,20231,Discussion,25,25,WPH,102,,
49378R,0,20231,Discussion,25,25,WPH,106,,
49379R,0,20231,Discussion,25,25,MHP,102,,
49380R,0,20231,Discussion,25,25,WPH,106,,
49383R,0,20231,Lecture,95,150,MHP,101,,
49384R,0,20231,Discussion,23,25,MHP,102,,
49385R,0,20231,Discussion,6,25,MHP,101,,
49386R,0,20231,Discussion,17,25,WPH,203,,
49387R,0,20231,Discussion,8,25,DMC,161,,
49388R,0,20231,Discussion,16,25,WPH,203,,
49389R,0,20231,Discussion,25,25,MHP,102,,
49401R,0,20231,Lecture,97,150,MHP,101,,
49402R,0,20231,Discussion,13,25,MHP,102,,
49403R,0,20231,Discussion,22,25,MHP,102,,
49404R,0,20231,Discussion,15,25,MHP,102,,
49405R,0,20231,Discussion,9,25,WPH,206,,
49406R,0,20231,Discussion,22,25,MHP,102,,
49407R,0,20231,Discussion,15,25,MHP,102,,
49428R,0,20231,Lecture,24,98,SOS,B2,,
49429R,0,20231,Discussion,3,25,DMC,161,,
49430R,0,20231,Discussion,8,25,DMC,155,,
49431R,0,20231,Discussion,6,25,MHP,102,,
49432R,0,20231,Discussion,7,25,MHP,102,,
49357R,0,20231,Lecture,46,50,DMC,102,,
49358R,0,20231,Discussion,21,25,DMC,158,,
49359R,0,20231,Discussion,25,25,THH,214,,
49474R,0,20231,Lecture,55,100,MHP,101,,
49475R,0,20231,Discussion,7,25,MHP,102,,
49476R,0,20231,Discussion,13,25,MHP,102,,
49477R,0,20231,Discussion,10,25,MHP,102,,
49480R,0,20231,Discussion,25,25,MHP,102,,
49491R,0,20231,Lecture,98,100,MHP,101,,
49492R,0,20231,Discussion,25,25,WPH,206,,
49493R,0,20231,Discussion,25,25,GFS,228,,
49496R,0,20231,Discussion,23,25,DMC,203,,
49497R,0,20231,Discussion,25,25,DMC,200,,
49500D,0,20231,Lecture,30,30,DMC,203,,
49502R,0,20231,Lecture,30,30,THH,108,,
49506R,0,20231,Lecture,25,25,THH,213,,
49515R,0,20231,Lecture,31,32,THH,215,,
49522R,0,20231,Lecture,23,30,DMC,101,,
49526R,0,20231,Lecture,22,30,DMC,158,,
49538R,0,20231,Lecture,25,30,SGM,226,,
49551R,0,20231,Lecture,85,100,MHP,101,,
49553R,0,20231,Discussion,13,25,DMC,160,,
49554R,0,20231,Discussion,24,25,DMC,209,,
49556R,0,20231,Discussion,23,25,THH,110,,
49557R,0,20231,Discussion,25,25,WPH,106,,
49555R,0,20231,Lecture,31,31,DMC,150,,
49560R,0,20231,Lecture,34,35,ONLINE,,,
49563R,0,20231,Lecture,17,18,DMC,154,,
49572R,0,20231,Lecture,12,30,DMC,203,,
49579R,0,20231,Lecture,10,30,DMC,155,,
49593D,0,20231,Lecture,1,6,OFFICE,,,
49594D,0,20231,Lecture,0,5,OFFICE,,,
49595D,0,20231,Lecture,0,5,OFFICE,,,
49596D,0,20231,Lecture,0,5,OFFICE,,,
49597D,0,20231,Lecture,0,5,OFFICE,,,
49598D,0,20231,Lecture,1,5,OFFICE,,,
49599D,0,20231,Lecture,0,5,OFFICE,,,
49600R,0,20231,Lecture,10,20,MHP,102,,
49602R,0,20231,Lecture,8,20,MHP,102,,
49603R,0,20231,Lecture,9,20,MHP,102,,
49619R,0,20231,Lecture,0,0,,,,
49621R,0,20231,Lecture,3,15,MHP,102,,
49629R,0,20231,Lecture,5,20,MHP,102,,
49637D,0,20231,Lecture,1,5,OFFICE,,,1
49638D,0,20231,Lecture,2,5,OFFICE,,,1
49639D,0,20231,Lecture,2,5,OFFICE,,,1
49640D,0,20231,Lecture,2,5,OFFICE,,,1
49641D,0,20231,Lecture,0,5,OFFICE,,,1
49642D,0,20231,Lecture,0,5,OFFICE,,,1
49643D,0,20231,Lecture,0,5,OFFICE,,,1
49644D,0,20231,Lecture,0,5,OFFICE,,,1
49655D,0,20231,Lecture,0,10,OFFICE,,,1
49656D,0,20231,Lecture,0,10,OFFICE,,,1
49657D,0,20231,Lecture,0,10,OFFICE,,,1
49658D,0,20231,Lecture,0,10,OFFICE,,,1
49649R,0,20231,Lecture,0,5,,,,
49650D,0,20231,Lecture,3,5,OFFICE,,,
49651D,0,20231,Lecture,2,5,OFFICE,,,
49652D,0,20231,Lecture,0,5,OFFICE,,,
49653R,0,20231,Lecture,2,10,MHP,102,,
49671D,0,20231,Lecture,1,1,OFFICE,,,
49672R,0,20231,Lecture,4,20,WPH,B26,,
49645D,0,20231,Lecture,2,5,OFFICE,,,
49646D,0,20231,Lecture,2,5,OFFICE,,,
49659D,0,20231,Lecture,2,5,OFFICE,,,
49660D,0,20231,Lecture,2,5,OFFICE,,,
49661D,0,20231,Lecture,1,5,OFFICE,,,
49662D,0,20231,Lecture,0,5,OFFICE,,,
49663D,0,20231,Lecture,0,5,OFFICE,,,
49664R,0,20231,Lecture,0,5,OFFICE,,,
49665R,0,20231,Lecture,0,5,OFFICE,,,
49673D,0,20231,Lecture,0,1,OFFICE,,,
49666D,0,20231,Lecture,1,15,OFFICE,,,
49667D,0,20231,Lecture,6,10,OFFICE,,,
49668D,0,20231,Lecture,2,10,OFFICE,,,
49669D,0,20231,Lecture,2,10,OFFICE,,,
49670D,0,20231,Lecture,7,10,OFFICE,,,
50310R,0,20231,Lecture,21,90,SLH,102,,
50315R,0,20231,Lab,10,16,SGM,314,,
50318R,0,20231,Lab,6,16,SGM,314,,
50319R,0,20231,Lab,5,16,SGM,314,,
50330R,0,20231,Lecture,87,110,SLH,200,,
50332R,0,20231,Lab,16,22,KAP,B5,,
50333R,0,20231,Lab,11,22,KAP,B5,,
50334R,0,20231,Lab,21,22,KAP,B5,,
50335R,0,20231,Lab,21,22,KAP,B5,,
50336R,0,20231,Lab,18,22,KAP,B5,,
50342R,0,20231,Lecture,66,93,SLH,100,,
50340R,0,20231,Lecture,54,90,SLH,200,,
50341R,0,20231,Quiz,120,230,THH,101,,
50346R,0,20231,Lab,16,16,KAP,B5,,
50347D,0,20231,Lab,0,2,KAP,B5,,
50348R,0,20231,Lab,14,16,KAP,B5,,
50349R,0,20231,Lab,22,24,KAP,B5,,
50350R,0,20231,Lab,23,23,KAP,B5,,
50351R,0,20231,Lab,16,16,KAP,B5,,
50352R,0,20231,Lab,14,16,KAP,B5,,
50353R,0,20231,Lab,15,16,KAP,B5,,
50360R,0,20231,Lecture,45,90,SLH,100,,
50362R,0,20231,Lecture,122,129,ONLINE,,,
50363R,0,20231,Quiz,167,229,SAL,101,,
50366R,0,20231,Lab,8,22,KAP,B11,,
50367D,0,20231,Lab,0,2,KAP,B11,,
50368R,0,20231,Lab,14,16,KAP,B11,,
50369R,0,20231,Lab,21,22,KAP,B11,,
50370R,0,20231,Lab,16,16,KAP,B11,,
50371R,0,20231,Lab,9,22,KAP,B11,,
50372R,0,20231,Lab,12,22,KAP,B11,,
50373R,0,20231,Lab,22,24,KAP,B11,,
50374R,0,20231,Lab,22,24,KAP,B11,,
50376R,0,20231,Lab,21,23,KAP,B11,,
50377R,0,20231,Lab,21,22,KAP,B11,,
50479D,0,20231,Lecture-Lab,0,4,TBA,,,
50478D,0,20231,Lecture-Lab,0,4,TBA,,,
50477D,0,20231,Lecture-Lab,0,4,OFFICE,,,
50380R,0,20231,Lecture,144,162,SLH,200,,
50382R,0,20231,Lecture,155,168,SLH,200,,
50383R,0,20231,Quiz,299,339,THH,101,,
50386R,0,20231,Lab,26,26,KAP,B8,,
50387R,0,20231,Lab,22,26,KAP,B8,,
50388R,0,20231,Lab,26,26,KAP,B8,,
50389R,0,20231,Lab,10,11,KAP,B8,,
50390R,0,20231,Lab,23,27,KAP,B8,,
50391R,0,20231,Lab,22,26,KAP,B8,,
50392R,0,20231,Lab,25,27,KAP,B8,,
50393R,0,20231,Lab,11,13,KAP,B8,,
50394R,0,20231,Lab,24,28,KAP,B8,,
50395R,0,20231,Lab,24,26,KAP,B8,,
50396R,0,20231,Lab,27,28,KAP,B8,,
50397R,0,20231,Lab,11,14,KAP,B8,,
50398R,0,20231,Lab,25,26,KAP,B8,,
50399R,0,20231,Lab,23,25,KAP,B8,,
50400R,0,20231,Lecture,66,110,SLH,200,,
50402R,0,20231,Lecture,113,131,SLH,200,,
50403R,0,20231,Quiz,179,249,SAL,101,,
50406R,0,20231,Lab,10,14,KAP,B25,,
50407R,0,20231,Lab,12,14,KAP,B25,,
50408R,0,20231,Lab,7,14,KAP,B25,,
50410R,0,20231,Lab,12,14,KAP,B25,,
50411R,0,20231,Lab,21,24,KAP,B25,,
50412R,0,20231,Lab,22,24,KAP,B25,,
50413R,0,20231,Lab,12,14,KAP,B25,,
50414R,0,20231,Lab,9,14,KAP,B25,,
50415R,0,20231,Lab,12,14,KAP,B25,,
50417R,0,20231,Lab,20,24,KAP,B25,,
50418R,0,20231,Lab,21,24,KAP,B25,,
50419R,0,20231,Lab,21,24,KAP,B25,,
50420R,0,20231,Lecture,27,80,SLH,102,,
50422R,0,20231,Lecture,76,80,SLH,100,,
50423R,0,20231,Quiz,103,180,SLH,200,,
50426R,0,20231,Lab,12,14,KAP,B29,,
50427R,0,20231,Lab,8,14,KAP,B29,,
50430R,0,20231,Lab,13,14,KAP,B29,,
50431R,0,20231,Lab,10,14,KAP,B29,,
50432R,0,20231,Lab,10,14,KAP,B29,,
50434R,0,20231,Lab,12,12,KAP,B29,,
50436R,0,20231,Lab,12,14,KAP,B29,,
50437R,0,20231,Lab,15,16,KAP,B29,,
50438R,0,20231,Lab,11,14,KAP,B29,,
50530R,0,20231,Lecture,36,90,SLH,102,,
50532R,0,20231,Lab,2,2,KAP,B8,,
50533R,0,20231,Lab,2,2,KAP,B8,,
50534R,0,20231,Lab,2,2,KAP,B8,,
50535R,0,20231,Lab,3,3,KAP,B8,,
50536R,0,20231,Lab,1,1,KAP,B8,,
50537R,0,20231,Lab,2,2,KAP,B8,,
50538R,0,20231,Lab,1,1,KAP,B8,,
50539R,0,20231,Lab,1,1,KAP,B8,,
50540R,0,20231,Lab,2,2,KAP,B8,,
50542R,0,20231,Lab,1,2,KAP,B8,,
50543R,0,20231,Lab,16,28,KAP,B8,,
50544R,0,20231,Lab,3,3,KAP,B8,,
50570D,0,20231,Lecture,10,90,SLH,100,,
50572R,0,20231,Lab,2,2,KAP,B29,,
50573R,0,20231,Lab,1,2,KAP,B29,,
50576R,0,20231,Lab,0,2,KAP,B29,,
50577R,0,20231,Lab,2,2,KAP,B29,,
50578R,0,20231,Lab,0,1,KAP,B29,,
50579R,0,20231,Lab,3,4,KAP,B29,,
50581R,0,20231,Lab,0,2,KAP,B29,,
50583R,0,20231,Lab,1,2,KAP,B29,,
50584R,0,20231,Lab,1,16,KAP,B29,,
50780D,0,20231,Lecture,18,48,KAP,144,,
50781R,0,20231,Discussion,8,24,KAP,134,,
50782R,0,20231,Discussion,10,24,KAP,134,,
50783D,0,20231,Lab,0,1,KAP,B4,,
50784R,0,20231,Lab,5,14,KAP,B4,,
50785R,0,20231,Lab,13,14,KAP,B4,,
50490R,0,20231,Lecture,5,48,SLH,100,,
50494R,0,20231,Lab,5,16,SGM,314,,
50502R,0,20231,Lecture,16,28,ZHS,360,,
50508R,0,20231,Lecture,18,28,GFS,223,,
50510R,0,20231,Lecture,36,42,WPH,102,,
50514R,0,20231,Lecture,6,12,KAP,150,,
50516D,0,20231,Lecture-Lab,2,20,OFFICE,,,2
50522D,0,20231,Lecture,12,16,GFS,111,,
50523D,0,20231,Lab,12,16,OCW,105,,
50526D,0,20231,Lecture-Lab,4,24,OFFICE,,,
50590R,0,20231,Lecture,18,19,LVL,3Y,String Theory,3
50600R,0,20231,Lecture,40,62,SSL,202,,
50606R,0,20231,Lecture,22,36,GFS,118,,
50611R,0,20231,Lecture,15,36,DMC,207,,
50614R,0,20231,Lecture,13,36,KAP,145,,
50622R,0,20231,Lecture,7,24,KAP,163,,
50623R,0,20231,Lecture,19,24,GFS,207,,
50626R,0,20231,Lecture,16,36,KAP,144,,
50632D,0,20231,Lecture-Lab,37,40,OFFICE,,,
50633R,0,20231,Lecture,5,16,KAP,B8,,
50634D,0,20231,Lecture-Lab,0,20,OFFICE,,,
50637D,0,20231,Lecture-Lab,0,24,OFFICE,,,
50638D,0,20231,Lecture,1,24,OFFICE,,,
50679D,0,20231,Lecture,0,10,OFFICE,,,1
50643R,0,20231,Lecture,11,24,KAP,137,,
50660R,0,20231,Lecture,5,19,GFS,108,,
08775D,0,20231,Lecture,1,12,OFFICE,,,
50668D,0,20231,Lecture-Lab,0,24,OFFICE,,,
50670D,0,20231,Lecture-Lab,1,24,OFFICE,,,
50672D,0,20231,Lecture-Lab,0,12,OFFICE,,,
50674D,0,20231,Lecture-Lab,1,12,OFFICE,,,
50676D,0,20231,Lecture-Lab,3,12,OFFICE,,,
50678D,0,20231,Lecture,18,24,OFFICE,,,
52343D,0,20231,Lecture,1,8,TBA,,,
52342D,0,20231,Lecture,0,14,OFFICE,,,
52335D,0,20231,Lecture,0,10,TBA,,,
52303D,0,20231,Lecture,4,18,DMC,259,Political Behavior Research Workshop,4
52340D,0,20231,Lecture,4,18,DMC,202,Contemporary Problems of Political Thought: Cultural Rights,4
52300D,0,20231,Lecture,0,16,OFFICE,,,
52305D,0,20231,Lecture,4,18,DMC,107,,
52312D,0,20231,Lecture,10,18,HSH,201,,
52341D,0,20231,Lecture,3,15,DMC,161,,
52314D,0,20231,Lecture,5,15,WPH,603,,
52310D,0,20231,Lecture,3,14,SOS,B48,,
52336D,0,20231,Lecture,5,14,DMC,204,,
52301D,0,20231,Lecture,4,10,OFFICE,,,
52345D,0,20231,Lecture,7,12,OFFICE,,,
52346R,0,20231,Lecture,0,12,OFFICE,,,
52347D,0,20231,Lecture,8,12,OFFICE,,,
52348D,0,20231,Lecture,2,12,OFFICE,,,
52349D,0,20231,Lecture,14,40,OFFICE,,,
62378D,0,20231,Lecture,8,19,VPD,107,,
62377D,0,20231,Lecture,10,19,VPD,107,,
51910R,0,20231,Lecture,122,125,SLH,200,,
51911R,0,20231,Discussion,25,25,DMC,158,,
51912R,0,20231,Discussion,24,25,DMC,158,,
51914R,0,20231,Discussion,25,25,THH,119,,
51925R,0,20231,Discussion,25,25,DMC,156,,
51928R,0,20231,Discussion,23,25,DMC,154,,
51930R,0,20231,Lecture,161,200,SAL,101,,
51931R,0,20231,Discussion,17,25,DMC,206,,
51932R,0,20231,Discussion,16,25,DMC,206,,
51933R,0,20231,Discussion,24,25,DMC,160,,
51934R,0,20231,Discussion,24,25,DMC,109,,
51935R,0,20231,Discussion,22,25,DMC,109,,
51936R,0,20231,Discussion,23,25,DMC,203,,
51937R,0,20231,Discussion,24,25,SOS,B41,,
51938R,0,20231,Discussion,11,25,DMC,257,,
51940R,0,20231,Lecture,86,100,GFS,106,,
51941R,0,20231,Discussion,21,25,DMC,256,,
51942R,0,20231,Discussion,19,25,DMC,161,,
51943R,0,20231,Discussion,23,25,DMC,161,,
51944R,0,20231,Discussion,23,25,DMC,158,,
52083R,0,20231,Lecture,45,48,MHP,B7B,,
51970R,0,20231,Lecture,57,60,THH,116,,
51975R,0,20231,Lecture,40,42,ONLINE,,,
51987R,0,20231,Lecture,56,55,ONLINE,,,
51996R,0,20231,Lecture,49,49,DMC,156,,
52000R,0,20231,Lecture,32,35,VPDLL101,,,
52010R,0,20231,Lecture,80,80,WPH,B27,,
52020R,0,20231,Lecture,50,51,KDC,240,,
52030D,0,20231,Lecture,8,48,LVL,17,,
52040D,0,20231,Lecture,38,50,TBA,,,2
52045D,0,20231,Lecture,10,20,TBA,,,2
52047D,0,20231,Lecture,6,15,TBA,,,4
52050D,0,20231,Lecture,22,25,DMC,151,,1
52053D,0,20231,Lecture,5,25,DMC,152,,2
52056D,0,20231,Lecture,1,25,DMC,156,,4
52080R,0,20231,Lecture,22,22,DMC,200,,
52090R,0,20231,Lecture,42,50,DMC,102,,
52112R,0,20231,Lecture,41,41,THH,118,,
52110R,0,20231,Lecture,22,22,DMC,200,,
52120R,0,20231,Lecture,19,19,DMC,254,,
52131D,0,20231,Lecture,77,77,LVL,17,Politics and Policy: The Inescapable Feedback Loop,
52137R,0,20231,Lecture,20,20,DMC,200,,
52152R,0,20231,Lecture,19,19,DMC,200,The Concept of Soft Power in Political Science and Internati onal Relations,
52153R,0,20231,Lecture,18,19,DMC,207,Electoral Institutions and Reforms,
52160R,0,20231,Lecture,14,19,DMC,200,,
52170D,0,20231,Lecture,6,25,OFFICE,,,2
52175D,0,20231,Lecture,1,5,OFFICE,,,4
52169D,0,20231,Lecture,11,27,DMC,155,,1
52430R,0,20231,Lecture,197,200,THH,201,,
52431R,0,20231,Lab,25,25,KAP,164,,
52432R,0,20231,Lab,25,25,KAP,164,,
52433R,0,20231,Lab,25,25,DMC,161,,
52434R,0,20231,Lab,25,25,DMC,161,,
52435R,0,20231,Lab,24,25,VHE,214,,
52436R,0,20231,Lab,24,25,DMC,160,,
52437R,0,20231,Lab,24,25,KAP,113,,
52438R,0,20231,Lab,25,25,KAP,113,,
52410R,0,20231,Lecture,196,200,THH,201 & ONLINE,,
52411R,0,20231,Lab,25,25,KAP,158,,
52412R,0,20231,Lab,25,25,KAP,158,,
52413R,0,20231,Lab,25,25,WPH,B26,,
52414R,0,20231,Lab,25,25,GFS,221,,
52415R,0,20231,Lab,24,25,KAP,165,,
52416R,0,20231,Lab,24,25,GFS,108,,
52417R,0,20231,Lab,24,25,GFS,221,,
52418R,0,20231,Lab,24,25,WPH,B26,,
52400R,0,20231,Lecture,198,200,SAL,101 & ONLINE,,
52401R,0,20231,Lab,24,25,KAP,166,,
52402R,0,20231,Lab,24,25,GFS,104,,
52403R,0,20231,Lab,25,25,GFS,109,,
52404R,0,20231,Lab,25,25,DMC,209,,
52405R,0,20231,Lab,25,25,DMC,209,,
52406R,0,20231,Lab,25,25,KAP,159,,
52407R,0,20231,Lab,25,25,GFS,107,,
52408R,0,20231,Lab,25,25,KAP,159,,
52440R,0,20231,Lecture,147,150,THH,202,,
52442R,0,20231,Lab,23,25,GFS,223,,
52444R,0,20231,Lab,25,25,KAP,113,,
52445R,0,20231,Lab,24,25,VHE,214,,
52446R,0,20231,Lab,25,25,GFS,213,,
52447R,0,20231,Lab,25,25,KAP,159,,
52448R,0,20231,Lab,25,25,KAP,156,,
52480R,0,20231,Lecture,98,100,THH,201,,
52491R,0,20231,Lab,25,25,GFS,213,,
52494R,0,20231,Lab,24,25,KAP,165,,
52498R,0,20231,Lab,24,25,GFS,213,,
52499R,0,20231,Lab,25,25,GFS,221,,
52495R,0,20231,Lecture,36,40,SGM,601,,
52496R,0,20231,Lab,16,20,SGM,631,,
52497R,0,20231,Lab,20,20,SGM,631,,
52455R,0,20231,Lecture,36,40,THH,118,,
52457R,0,20231,Lab,17,20,SGM,631,,
52458R,0,20231,Lab,19,20,DMC,108,,
52470R,0,20231,Lecture,39,40,SGM,601,,
52471R,0,20231,Lab,20,20,SGM,631,,
52472R,0,20231,Lab,19,20,SGM,631,,
52478R,0,20231,Lecture,21,39,THH,118,,
52479R,0,20231,Lab,9,20,SGM,631,,
52486R,0,20231,Lab,12,20,SGM,631,,
52475R,0,20231,Lecture,38,40,THH,118,,
52476R,0,20231,Lab,18,20,SGM,631,,
52477R,0,20231,Lab,20,20,SGM,631,,
52490R,0,20231,Lecture,40,40,SGM,601,,
52492R,0,20231,Lab,20,20,SGM,631,,
52493R,0,20231,Lab,20,20,SGM,631,,
52487R,0,20231,Lecture,40,40,KAP,158,,
52488R,0,20231,Lab,20,20,SGM,631,,
52489R,0,20231,Lab,20,20,SGM,631,,
52483D,0,20231,Lecture,4,15,OFFICE,,,
52482R,0,20231,Lecture-Lab,96,99,SOS,B2,,
52484R,0,20231,Lecture-Lab,38,38,DMC,261,,
52503R,0,20231,Lecture-Lab,17,40,KAP,158,,
52506R,0,20231,Lecture-Lab,12,28,WPH,B26,,
52500R,0,20231,Lecture,33,60,VPD,105,,
52501R,0,20231,Lecture,52,59,VPD,105,,
52515R,0,20231,Lecture,18,50,SSL,202,,
52516R,0,20231,Lab,13,25,WPH,B36,,
52517R,0,20231,Lab,5,25,KOH,208,,
52520R,0,20231,Lecture,25,50,VPD,105,,
52521R,0,20231,Lab,9,25,KOH,208,,
52522R,0,20231,Lab,16,25,KOH,208,,
52512R,0,20231,Lecture,50,50,GFS,118,,
52513R,0,20231,Lab,25,25,KOH,208,,
52514R,0,20231,Lab,25,25,KOH,208,,
52573R,0,20231,Lecture,49,50,SSL,202,,
52574R,0,20231,Lab,24,25,WPH,B36,,
52575R,0,20231,Lab,25,25,WPH,B36,,
52576R,0,20231,Lecture,37,50,DMC,100,,
52577R,0,20231,Lab,18,25,KOH,208,,
52578R,0,20231,Lab,19,25,KOH,208,,
52536R,0,20231,Lecture,25,50,KAP,156,,
52537R,0,20231,Lab,12,25,WPH,B36,,
52538R,0,20231,Lab,13,25,KOH,208,,
52535R,0,20231,Lecture,65,74,SOS,B46,,
52540R,0,20231,Lecture-Lab,70,72,THH,210,,
52541R,0,20231,Lecture-Lab,73,72,THH,208,,
52547R,0,20231,Lecture-Lab,70,72,THH,212,,
52548R,0,20231,Lecture-Lab,29,29,SGM,226,,
52542R,0,20231,Lecture,86,100,MRF,340,,
52543R,0,20231,Lab,20,25,GFS,109,,
52544R,0,20231,Lab,25,25,GFS,213,,
52545R,0,20231,Lab,23,25,GFS,213,,
52546R,0,20231,Lab,18,25,KAP,166,,
52551R,0,20231,Lecture,68,68,VPD,105,,
52561R,0,20231,Lecture,120,123,GFS,106,,
52566R,0,20231,Lecture,39,40,VPD,106,,
52570R,0,20231,Lecture,6,40,GFS,207,,
52562R,0,20231,Lecture,70,119,MRF,340,,
52564D,0,20231,Lecture,0,0,,,,
52565R,0,20231,Lecture,114,120,MRF,340 & ONLINE,,
52568R,0,20231,Lecture,42,43,KAP,156,,
52569R,0,20231,Lecture,26,40,KAP,158,,
52600R,0,20231,Lecture,40,40,VPD,106,,
52585D,0,20231,Lecture,13,25,KAP,165,,
52409D,0,20231,Lecture,1,1,OFFICE,,,4
52560R,0,20231,Lecture,21,24,DMC,252,,
52589R,0,20231,Lecture,33,33,DMC,210,,
52667R,0,20231,Lecture,20,20,MRF,206,,
52563R,0,20231,Lecture,33,35,THH,106,,
52567R,0,20231,Lecture,17,25,SGM,226,,
52553R,0,20231,Lecture,24,25,GFS,222,,
52554R,0,20231,Lecture,56,70,THH,212,,
52556R,0,20231,Lecture,13,25,LVL,13,,
52559R,0,20231,Lecture,25,25,DMC,161,,
52658R,0,20231,Lecture,25,25,SGM,226,,
52659R,0,20231,Lecture,25,25,MRF,229,,
52662R,0,20231,Lecture,25,25,GFS,108,,
52666R,0,20231,Lecture,25,25,THH,214,,
52668R,0,20231,Lecture,25,25,DMC,257,,
52650D,0,20231,Lecture,12,20,WPH,B26,,
52651D,0,20231,Lecture,3,10,OFFICE,,,2
52663R,0,20231,Lecture,24,25,WPH,B30,Science of Yoga and Meditation,4
52669R,0,20231,Lecture,26,25,DMC,200,Developmental Psychopathology,4
52528D,0,20231,Lecture-Lab,4,15,KAP,159,,
52664D,0,20231,Lecture-Lab,13,20,VPD,107,,
52530D,0,20231,Lecture,8,15,VHE,210,,
52680D,0,20231,Lecture,12,22,ONLINE,,,
52681D,0,20231,Lecture,18,22,OFFICE,,,
52532D,0,20231,Lecture,13,20,VPD,107,,
52683D,0,20231,Lecture,12,16,HED,103,,
52799D,0,20231,Lecture,13,16,ONLINE,,,
52689D,0,20231,Lecture,8,25,DMC,151,,
52685D,0,20231,Lecture,6,15,DMC,209,,
52779D,0,20231,Lecture,19,20,VHE,214,,
52798D,0,20231,Lecture,9,22,ONLINE,,,
52692D,0,20231,Lecture,7,20,GFS,213,,
52693D,0,20231,Lecture,10,16,DMC,204,,
52698D,0,20231,Lecture,10,16,LVL,3B,,
52697D,0,20231,Lecture,15,15,THH,115,,
52696D,0,20231,Lecture,15,15,DMC,254,,
52701D,0,20231,Lecture,10,15,WPH,104,,
52772D,0,20231,Lecture,16,22,ONLINE,,,
52774D,0,20231,Lecture,15,22,ONLINE,,,
52760D,0,20231,Lecture,19,23,DMC,106,,
52761D,0,20231,Lecture,10,22,ONLINE,,,
52763D,0,20231,Lecture,12,22,DMC,108,,
52773D,0,20231,Lecture,11,22,ONLINE,,,
52684D,0,20231,Lecture,16,22,ONLINE,,,
52782D,0,20231,Lecture,16,22,ONLINE,,,
52754D,0,20231,Lecture,14,16,ONLINE,,,
52759D,0,20231,Lecture,17,22,ONLINE,,,
52788D,0,20231,Lecture,16,22,ONLINE,,,
52767D,0,20231,Lecture,8,15,ONLINE,,,
52690D,0,20231,Lecture,8,15,ONLINE,,,
52770D,0,20231,Lecture,14,20,DMC,108,,
52699D,0,20231,Lecture,15,16,HED,103,,2
52700D,0,20231,Lecture,10,16,HED,103,,2
52665D,0,20231,Lecture,1,10,OFFICE,,,1
52735D,0,20231,Lecture,0,10,OFFICE,,,1
52749D,0,20231,Lecture,4,10,OFFICE,,,1
52762D,0,20231,Lecture,31,31,,,,4
52768D,0,20231,Lecture,11,22,ONLINE,,,4
52786D,0,20231,Lecture,9,22,ONLINE,,,4
52674D,0,20231,Lecture,31,31,THH,215,,
52764D,0,20231,Lecture,8,22,ONLINE,,,
52765D,0,20231,Lecture,7,22,ONLINE,,,
52776D,0,20231,Lecture,7,22,ONLINE,,,
52777D,0,20231,Lecture,8,22,ONLINE,,,
52734D,0,20231,Lecture,0,20,OFFICE,,,
52736D,0,20231,Lecture,4,15,OFFICE,,,
52737D,0,20231,Lecture,5,15,OFFICE,,,
52750D,0,20231,Lecture,0,20,OFFICE,,,
52738D,0,20231,Lecture,6,15,OFFICE,,,
52722D,0,20231,Lecture,4,10,KAP,158,,
52723D,0,20231,Lecture,3,9,SGM,1030D,,
52744D,0,20231,Lecture,1,5,OFFICE,,,1
52745D,0,20231,Lecture,0,3,OFFICE,,,1
52741D,0,20231,Lecture,15,15,HED,103,,
52730D,0,20231,Lecture,14,17,WPH,B26,Developmental Cognitive and Affective Neuroscience,4
52731D,0,20231,Lecture,8,15,SGM,1030N,Professional Issues for Clinical Scientists,2
52732D,0,20231,Lecture,6,12,THH,111,Reinforcement Learning,4
52742D,0,20231,Lecture,19,24,VPD,107,,
52743D,0,20231,Lecture,0,0,,,,
52711D,0,20231,Lecture,19,24,OFFICE,,,
52783D,0,20231,Lecture,5,10,TBA,,,
52784D,0,20231,Lecture,1,10,SGM,1030N,,
52785D,0,20231,Lecture,2,9,SGM,1030N,,
52787D,0,20231,Lecture,6,9,SGM,1030N,,
52789D,0,20231,Lecture,1,10,SGM,1030D,,
52790D,0,20231,Lecture,9,40,OFFICE,,,
52792D,0,20231,Lecture,10,15,OFFICE,,,
52793D,0,20231,Lecture,6,20,OFFICE,,,
52794D,0,20231,Lecture,9,10,OFFICE,,,
52795D,0,20231,Lecture,2,10,OFFICE,,,
52796D,0,20231,Lecture,2,15,OFFICE,,,
12950D,0,20231,Lecture,40,42,RRI,101,,
12978R,0,20231,Lecture,29,60,RRI,101,,
12952R,0,20231,Discussion,29,60,RRI,101,,
12961R,0,20231,Lecture,69,70,ZHS,352,,
12953R,0,20231,Discussion,17,18,RRI,321,,
12958R,0,20231,Discussion,18,18,RRI,321,,
12959R,0,20231,Discussion,18,18,DMC,255,,
12962R,0,20231,Discussion,16,16,DMC,208,,
12979R,0,20231,Lecture,20,48,DMC,100,,
12963R,0,20231,Discussion,10,24,RRI,421,,
12964R,0,20231,Discussion,10,24,RRI,221,,
12951R,0,20231,Lecture,53,55,THH,114,,
